,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,most_voted_class,delta_purch_delivered,delta_est_delivered,delta_approve_purch,delta_review_date,delta_answer_date
1087,0,17.99,24.84,1,1,137,13,57,57,607,1,1,1,13,42,1,0,1
1088,0,39.9,17.63,1,1,499,21,16,37,238,1,3,1,6,30,0,2,3
1089,0,59.9,13.44,1,1,752,24,50,52,180,7,1,1,3,17,0,0,3
1090,0,145.9,18.27,1,1,752,24,26,59,1735,5,4,2,8,22,0,0,3
1091,0,45.0,14.1,1,1,220,16,57,32,580,2,5,2,15,19,1,0,1
1092,0,54.9,14.13,1,1,141,10,20,53,960,1,3,1,10,25,0,0,2
1093,0,389.0,61.89,1,1,398,4,33,30,825,1,5,2,19,37,1,0,2
1094,0,159.98,49.65,1,1,280,7,46,37,2071,1,5,2,21,22,2,0,19
1095,0,29.5,16.11,1,1,622,21,26,21,207,2,4,2,25,26,1,0,4
1097,0,109.98,35.9,2,1,477,11,26,36,280,2,2,0,9,26,1,0,7
1098,0,109.0,52.72,1,2,264,4,33,39,500,1,1,0,14,24,3,-1,1
1099,0,149.99,17.78,1,1,715,24,46,53,1199,1,3,2,15,32,0,0,1
1100,0,72.0,13.08,1,1,701,24,59,42,844,1,5,2,3,29,0,-1,1
1101,0,630.0,43.34,1,1,17,21,37,41,982,3,5,2,12,25,0,0,9
1104,0,89.9,14.8,1,1,640,17,12,54,245,1,5,2,13,26,0,2,7
1105,0,137.7,121.22,3,1,327,9,26,32,1797,1,1,0,25,23,0,0,1
1106,0,55.9,15.15,1,1,528,24,41,41,132,1,5,2,10,20,0,0,2
1107,0,54.9,8.48,1,4,640,17,45,51,1362,3,5,2,5,26,0,0,1
1108,0,13.9,11.85,1,1,138,24,45,55,646,1,3,2,7,22,0,0,2
1109,0,669.99,20.45,1,1,801,9,54,33,624,3,5,2,11,21,0,1,3
1111,0,27.55,8.27,1,1,752,24,26,60,3847,5,1,1,2,13,0,0,4
1112,0,89.9,17.07,1,1,675,22,52,57,514,2,5,2,13,30,0,0,5
1114,0,79.0,15.3,1,1,640,17,26,54,1241,5,1,1,15,21,0,0,4
1115,0,39.9,16.11,1,1,436,24,12,54,133,3,5,2,8,22,0,0,1
1116,0,54.99,34.18,1,1,80,12,26,58,144,2,4,0,31,43,0,-1,2
1117,0,51.9,16.06,1,1,711,24,10,59,1726,5,5,2,6,27,0,0,1
1118,0,19.9,15.1,1,1,221,22,24,54,126,1,5,2,9,25,0,0,4
1119,0,29.0,7.78,1,1,701,24,54,44,322,4,5,2,1,10,0,0,1
1120,0,52.11,11.86,1,1,615,24,59,58,1567,1,4,2,14,21,0,0,3
1121,0,19.99,11.85,1,1,655,24,10,48,575,1,5,2,7,24,0,0,1
1122,0,109.7,16.47,1,1,640,17,45,55,1130,1,1,0,30,25,0,-4,-1
1123,0,34.99,11.85,1,1,556,24,10,41,2984,1,3,2,7,15,1,0,1
1124,0,238.9,10.03,1,1,752,24,52,47,1985,1,5,2,3,11,0,0,1
1125,0,19.9,16.79,1,1,721,17,24,52,390,1,5,2,20,30,0,0,1
1126,0,29.9,8.27,1,1,138,24,10,55,388,1,5,2,2,13,1,0,1
1127,0,109.9,25.22,1,1,622,21,12,56,487,1,5,2,10,43,0,0,4
1128,0,59.9,8.27,1,1,640,17,10,43,295,1,5,2,7,14,0,0,5
1129,0,65.99,17.71,1,1,609,7,20,33,910,1,5,2,12,27,0,0,1
1130,0,79.95,14.29,1,1,381,9,20,63,1406,6,5,2,14,19,0,-1,0
1131,0,98.0,17.94,1,1,640,17,25,52,1076,1,5,2,13,22,0,-10,-8
1132,0,34.9,6.04,1,2,193,6,11,42,844,1,1,0,15,26,0,0,1
1135,0,119.8,49.24,2,1,466,4,20,44,598,4,5,2,20,30,0,0,1
1136,0,29.9,15.79,1,1,640,17,28,50,375,6,4,2,13,25,0,0,1
1137,0,629.9,117.35,1,1,469,16,22,57,631,1,5,2,8,19,0,0,27
1138,0,59.99,8.29,1,1,216,24,52,47,1816,2,5,2,2,15,0,0,2
1140,0,124.99,12.08,1,1,600,24,7,56,915,1,5,2,4,16,0,0,2
1141,0,52.64,20.38,1,4,620,7,12,55,624,2,1,0,2,23,0,0,1
1142,0,25.99,7.78,1,1,208,24,57,34,247,8,1,1,6,13,0,0,1
1144,0,32.99,15.1,1,1,195,21,42,63,937,1,1,1,12,30,2,0,16
1145,0,98.0,19.93,1,1,665,3,10,45,494,3,5,2,56,26,3,-24,-21
1146,0,106.99,45.43,1,1,449,1,46,46,1200,1,2,0,51,51,0,0,5
1148,0,99.8,52.86,2,1,808,16,53,56,724,2,1,0,16,24,0,0,3
1149,0,349.99,20.99,1,1,130,3,11,50,753,2,5,2,10,30,1,0,1
1150,0,12.9,12.58,1,2,57,5,12,43,93,1,1,0,13,20,0,0,3
1151,0,146.92,34.83,1,1,455,2,54,35,617,3,4,2,25,50,0,0,1
1152,0,23.99,34.15,1,1,108,8,10,48,575,1,5,2,10,38,2,0,3
1154,0,49.0,21.15,1,2,745,8,54,60,312,4,5,2,16,21,0,0,1
1155,0,59.9,37.97,1,1,742,15,33,57,366,2,1,0,34,26,0,-6,-3
1156,0,89.0,25.9,1,2,640,17,27,45,1012,6,4,2,9,25,0,0,1
1159,0,189.5,29.73,1,1,642,12,26,63,1436,3,5,2,17,31,0,0,1
1160,0,155.5,16.85,1,1,667,9,24,46,1047,2,5,2,7,21,0,0,4
1161,0,59.9,26.96,1,1,641,14,12,22,332,1,5,2,10,36,0,0,1
1163,0,59.9,16.86,1,1,819,9,50,57,687,4,5,2,8,33,0,0,1
1164,0,99.99,13.72,1,1,100,24,20,54,1012,1,4,2,10,24,3,0,1
1165,0,49.0,17.65,1,2,23,7,33,56,348,2,1,0,19,24,2,0,2
1167,0,99.9,12.4,1,1,752,24,12,60,189,1,5,2,4,20,0,0,1
1168,0,422.0,22.92,1,1,761,24,12,57,293,1,3,1,22,18,0,-2,0
1170,0,58.9,21.25,1,1,512,17,59,41,799,1,5,2,5,28,0,0,1
1171,0,133.0,48.71,1,4,20,24,36,42,604,1,1,0,12,28,0,-1,1
1172,0,493.9,12.2,1,1,436,24,52,32,1001,2,1,0,22,16,0,-4,-3
1173,0,49.0,16.11,1,1,206,10,11,33,69,4,1,0,36,23,0,-11,-11
1174,0,219.98,31.76,2,1,752,24,12,50,111,1,5,0,7,27,0,0,3
1175,0,84.99,14.34,1,1,419,9,52,59,1071,1,5,2,10,23,3,0,1
1176,0,65.0,14.2,1,1,57,5,54,60,430,5,1,1,6,18,0,0,8
1177,0,30.7,16.11,1,1,847,17,12,45,113,1,5,2,23,19,0,-3,-3
1178,0,35.99,15.1,1,1,206,10,36,39,1423,3,5,2,19,21,0,0,1
1179,0,49.99,15.1,1,1,479,24,17,57,338,1,2,0,14,29,0,0,3
1180,0,139.0,14.97,1,1,302,24,7,53,615,1,5,2,5,11,0,0,1
1182,0,159.0,14.1,1,1,150,17,10,48,562,6,2,0,4,16,0,-1,1
1183,0,32.99,9.37,1,9,454,9,12,55,648,2,3,0,12,24,0,0,3
1184,0,35.99,1.98,1,9,740,24,42,36,1196,5,2,0,5,38,0,0,1
1185,0,58.99,16.66,1,1,57,5,10,59,492,2,5,2,8,23,0,0,3
1187,0,45.0,17.63,1,1,22,12,54,52,150,4,5,2,23,37,0,0,4
1188,0,49.9,12.69,1,1,225,24,45,34,909,1,3,0,7,19,0,0,1
1189,0,29.9,21.15,1,1,264,4,45,45,2047,1,5,2,16,22,0,0,1
1190,0,69.0,14.23,1,1,640,17,27,55,151,6,5,2,5,20,0,0,1
1191,0,378.8,26.92,2,1,752,24,36,59,695,1,1,0,5,35,0,0,1
1192,0,29.9,37.49,1,1,648,11,27,31,125,4,5,2,25,27,0,0,1
1193,0,146.0,26.3,1,1,264,4,54,35,617,3,1,0,30,32,0,0,1
1194,0,339.8,38.03,2,2,595,24,12,59,297,1,1,0,7,25,0,0,3
1195,0,215.9,19.79,1,1,733,22,54,58,502,3,3,0,34,25,1,-5,0
1197,0,56.99,14.15,1,1,82,9,52,51,999,2,3,1,11,24,0,0,3
1198,0,194.99,10.38,1,1,640,17,11,40,430,2,5,2,1,15,0,0,3
1199,0,49.9,16.85,1,2,244,9,45,57,108,11,3,2,14,21,1,0,1
1201,0,59.7,12.48,1,1,138,24,59,60,1166,6,5,2,11,12,0,0,7
1202,0,97.8,25.96,1,1,712,4,52,58,942,2,5,2,18,34,0,0,2
1203,0,89.99,43.0,1,1,748,6,33,58,1893,1,5,2,10,24,0,0,5
1204,0,56.0,17.67,1,1,80,12,54,60,504,1,3,1,13,34,0,-1,1
1205,0,129.99,12.11,1,1,305,24,27,36,462,4,5,2,7,11,0,0,1
1206,0,435.0,40.84,1,1,264,4,7,59,992,1,5,2,15,28,0,0,1
1207,0,179.0,15.0,1,1,640,17,52,47,368,1,5,2,6,22,0,1,5
1209,0,19.99,11.3,1,4,519,11,57,54,599,1,1,1,7,38,1,0,3
1210,0,179.9,17.7,1,1,312,3,27,56,439,5,4,1,17,31,0,0,1
1211,0,79.99,14.31,1,1,640,17,12,46,279,1,4,2,21,25,0,0,3
1212,0,73.35,12.85,1,1,138,24,45,56,220,7,1,0,28,20,0,-5,-2
1214,0,230.98,20.86,1,1,695,3,10,54,637,1,1,2,15,32,1,0,3
1215,0,74.5,25.07,1,1,401,13,8,59,921,4,4,2,14,27,1,0,1
1216,0,54.99,15.13,1,1,640,17,59,53,631,2,4,2,6,22,1,0,23
1217,0,219.0,14.68,1,1,261,22,33,42,317,1,4,2,4,19,0,0,17
1219,0,159.0,31.86,1,1,163,9,45,37,260,1,5,2,10,22,0,0,0
1220,0,99.99,16.95,1,1,5,7,20,54,1012,1,5,0,17,30,1,0,1
1221,0,119.9,61.58,1,2,834,24,26,35,455,1,2,0,7,23,1,0,1
1222,0,19.9,18.23,1,1,331,22,24,52,390,1,5,2,17,25,0,0,1
1223,0,19.9,13.47,1,1,568,16,24,46,331,1,5,2,16,20,0,0,1
1224,0,503.34,47.98,1,1,661,17,10,53,1135,5,5,0,10,22,0,0,1
1225,0,78.99,18.27,1,1,711,24,46,58,1135,1,1,0,7,17,0,0,24
1226,0,126.69,18.78,1,1,696,24,45,60,955,7,4,1,6,24,0,0,3
1227,0,119.9,15.59,1,1,528,24,52,51,504,2,1,0,36,20,0,-14,-13
1228,0,49.0,25.63,1,1,169,14,57,61,440,1,5,2,13,32,2,0,3
1229,0,115.0,17.78,1,2,701,24,12,56,313,1,5,2,3,11,0,0,1
1230,0,148.9,12.54,1,1,403,24,54,53,592,2,5,2,11,17,0,0,2
1232,0,29.9,11.85,1,1,405,24,10,55,388,1,5,2,3,19,0,0,1
1233,0,64.9,18.02,1,1,488,17,10,45,1685,4,5,2,7,29,1,0,1
1234,0,270.0,18.46,1,4,280,7,27,49,293,1,1,0,11,28,0,0,3
1235,0,29.9,8.27,1,1,75,24,26,47,1128,1,4,2,2,12,0,0,1
1238,0,99.0,41.08,1,1,340,9,33,36,450,1,5,2,7,23,0,0,3
1240,0,19.9,7.78,1,1,752,24,10,58,1121,3,5,2,10,12,1,0,3
1243,0,58.99,11.73,1,1,362,24,10,59,492,2,5,2,5,16,0,0,3
1246,0,86.99,17.86,1,1,591,16,11,55,889,3,2,0,31,31,0,0,3
1247,0,479.94,401.58,6,1,46,17,46,45,1094,1,1,0,23,36,1,0,14
1248,0,127.8,30.4,2,1,53,16,14,53,766,1,3,0,10,32,0,0,8
1249,0,146.99,20.52,1,1,29,7,20,57,1623,1,5,2,9,15,1,0,1
1250,0,145.0,35.53,1,1,640,17,44,34,905,5,1,0,42,29,0,-12,-8
1251,0,189.99,40.56,1,2,659,9,48,34,803,1,5,2,34,63,0,0,1
1252,0,169.76,12.69,1,1,452,24,59,37,447,1,5,2,20,27,0,0,4
1253,0,79.0,23.11,1,2,752,24,50,59,354,3,1,1,4,21,0,0,3
1254,0,49.9,25.63,1,1,264,4,36,63,387,7,2,1,20,33,0,0,3
1255,0,319.98,43.22,2,1,793,22,12,53,411,1,5,0,35,28,0,-6,2
1256,0,19.99,14.52,1,1,42,17,10,48,575,1,3,2,23,27,0,0,30
1258,0,94.99,9.68,1,1,640,17,11,62,628,1,5,2,6,12,0,0,1
1259,0,53.9,6.34,1,4,472,24,33,56,348,2,4,2,11,18,0,0,1
1260,0,999.99,131.09,1,1,192,8,25,54,726,5,5,2,27,43,0,0,2
1261,0,139.99,12.18,1,1,788,24,20,33,658,1,4,2,2,14,0,0,1
1264,0,39.9,19.95,1,1,89,22,45,54,439,2,4,2,9,45,0,0,4
1265,0,97.5,16.38,1,1,681,21,14,29,791,1,5,2,13,27,0,0,2
1266,0,27.9,14.52,1,1,528,24,36,33,1084,2,3,2,25,26,0,0,2
1267,0,16.5,14.1,1,1,845,6,57,56,351,1,1,1,17,26,0,0,1
1269,0,18.99,4.24,1,2,752,24,57,32,366,3,5,2,1,7,0,0,2
1270,0,229.98,68.32,2,1,42,17,46,56,1285,1,2,0,25,28,0,0,18
1271,0,65.0,15.21,1,1,155,21,59,46,634,2,1,0,29,21,0,-7,0
1272,0,49.99,8.29,1,1,679,24,52,54,1536,2,5,2,4,17,0,0,1
1273,0,62.99,47.73,1,1,640,17,20,45,941,1,5,2,14,21,0,0,1
1274,0,56.99,8.72,1,1,302,24,52,51,999,2,5,2,9,12,0,0,1
1275,0,21.99,21.15,1,1,677,3,26,58,369,2,2,0,19,30,1,0,3
1276,0,101.7,15.92,1,1,201,9,26,27,485,2,1,0,28,24,0,-2,-2
1277,0,99.0,18.27,1,1,640,17,50,47,484,1,4,0,13,36,0,0,2
1278,0,149.94,25.56,1,1,740,24,46,47,1398,1,5,2,13,18,1,0,1
1279,0,88.9,18.86,1,1,677,3,24,60,390,7,4,2,24,22,0,-1,13
1280,0,299.0,15.59,1,2,586,17,11,50,753,2,1,1,2,19,0,0,3
1282,0,59.9,17.67,1,1,57,5,10,55,1975,1,5,2,12,20,0,0,1
1283,0,54.6,37.28,2,4,32,24,27,51,770,1,1,0,5,25,0,0,1
1284,0,75.9,7.79,1,1,366,24,8,58,1271,3,5,2,6,12,0,0,4
1285,0,598.5,65.67,3,1,651,9,10,30,864,3,5,2,9,22,0,0,1
1287,0,169.9,46.78,1,1,80,12,45,24,856,1,1,1,25,37,0,0,3
1288,0,175.91,14.15,1,2,716,24,36,59,636,1,4,1,9,12,0,0,2
1289,0,144.0,13.14,1,1,715,24,36,53,585,1,4,0,21,34,0,0,1
1290,0,89.9,15.38,1,1,261,22,7,33,888,1,1,1,14,21,0,0,1
1291,0,99.9,25.54,1,1,551,17,10,62,1621,1,1,1,21,22,0,1,3
1292,0,259.9,26.66,1,1,36,16,12,57,293,1,4,2,11,24,0,0,0
1295,0,92.0,13.66,1,1,138,24,12,55,312,1,5,2,19,23,0,0,1
1296,0,305.28,15.16,1,1,234,9,20,40,1114,4,4,2,13,31,0,0,6
1298,0,17.0,8.88,1,1,752,24,59,48,274,1,5,2,4,16,0,0,2
1299,0,129.99,18.16,1,1,822,16,20,33,897,1,5,2,8,21,0,0,4
1300,0,189.48,26.17,1,1,222,9,45,61,157,9,5,2,19,22,2,0,3
1301,0,180.0,10.01,1,1,492,24,36,53,871,4,5,2,8,15,0,0,3
1303,0,329.9,37.37,1,1,552,9,33,58,2130,4,4,2,5,16,1,0,3
1304,0,59.99,28.82,1,1,421,14,10,57,615,2,5,2,7,38,0,0,4
1305,0,67.9,15.19,1,2,640,17,7,33,888,1,1,0,44,24,0,-18,-13
1306,0,205.0,32.87,1,1,401,13,12,56,162,5,4,2,20,35,0,0,1
1307,0,89.9,50.5,1,1,677,3,13,55,292,1,5,2,25,25,0,0,3
1308,0,34.9,16.11,1,1,419,9,45,60,381,1,5,2,15,29,0,0,1
1310,0,109.99,21.82,1,1,135,9,33,58,1893,1,5,2,12,19,0,0,4
1311,0,315.0,16.96,1,1,568,16,54,57,599,2,1,0,35,25,0,-9,-9
1312,0,229.99,18.52,1,1,799,24,20,55,1050,1,5,2,4,23,1,0,1
1313,0,49.0,15.1,1,2,354,7,54,55,190,1,4,0,10,21,0,0,3
1314,0,45.0,7.87,1,1,138,24,7,31,1215,2,5,2,1,15,0,0,1
1315,0,44.9,0.02,1,4,640,17,59,53,485,1,1,0,3,26,0,0,3
1316,0,89.9,17.88,1,1,50,7,45,56,701,5,5,2,11,24,0,0,2
1317,0,38.9,13.37,1,1,752,24,12,30,169,1,1,1,11,20,0,0,1
1318,0,95.0,25.95,1,1,573,14,22,57,293,1,5,2,15,47,1,0,3
1319,0,29.5,24.84,1,1,413,14,24,40,549,1,4,2,17,36,0,0,4
1320,0,128.0,13.92,1,1,728,24,26,47,686,1,5,2,10,13,0,0,1
1322,0,124.9,25.42,1,1,745,8,39,35,1254,5,5,2,19,34,1,0,2
1323,0,195.9,15.27,1,1,118,9,20,51,462,1,5,2,27,23,0,-3,-2
1324,0,63.98,26.74,2,1,740,24,45,41,721,3,4,2,1,22,0,2,6
1325,0,23.8,14.1,1,1,752,24,26,53,618,1,5,2,4,24,0,0,8
1326,0,155.0,10.5,1,1,786,24,36,36,327,1,3,0,12,11,0,0,1
1327,0,74.99,12.86,1,1,682,24,12,56,405,1,5,1,11,25,0,0,1
1328,0,51.9,15.11,1,1,640,17,57,37,163,1,1,1,11,25,0,0,3
1329,0,49.0,25.38,1,1,641,14,45,58,1969,2,3,0,30,20,0,-5,1
1330,0,89.9,11.83,1,1,572,24,45,56,701,5,5,2,4,11,0,0,1
1331,0,19.99,14.1,1,1,220,16,57,59,405,1,2,1,12,23,0,0,3
1333,0,102.9,17.97,1,1,150,17,41,57,444,1,5,2,12,22,0,0,2
1336,0,104.0,103.37,2,2,73,24,26,20,582,1,3,0,11,29,1,0,5
1337,0,68.9,13.5,1,1,366,24,10,58,3207,1,5,0,17,20,0,0,3
1338,0,88.95,13.18,1,6,738,24,12,50,748,1,1,0,8,21,0,0,5
1339,0,29.9,8.11,1,2,388,24,10,56,390,1,3,1,2,16,0,0,1
1340,0,50.0,15.11,1,1,82,9,8,29,462,1,3,0,12,20,0,0,1
1341,0,233.98,29.14,2,1,640,17,46,58,1295,2,1,0,34,47,0,0,1
1343,0,182.0,17.52,1,1,622,21,12,52,820,2,5,2,18,25,0,0,1
1346,0,69.9,16.25,1,1,752,24,26,45,407,2,3,0,13,21,0,-8,-7
1347,0,56.99,15.15,1,1,444,7,52,54,1536,2,5,2,14,34,0,0,1
1348,0,34.9,33.24,1,1,80,12,16,59,434,3,4,1,11,38,2,0,1
1349,0,19.9,15.1,1,3,640,17,45,49,438,1,5,2,10,27,0,0,1
1350,0,27.9,15.1,1,1,622,21,12,46,113,1,5,2,14,39,0,0,1
1351,0,549.9,11.1,1,1,162,24,54,50,614,1,3,2,9,12,0,0,2
1352,0,79.9,12.06,1,1,6,24,8,55,1158,2,5,2,8,20,0,0,4
1353,0,574.9,98.02,1,1,142,16,54,36,856,1,1,0,48,37,1,-6,-6
1354,0,89.9,18.63,1,2,640,17,12,54,245,1,3,0,34,24,2,-7,-5
1355,0,69.9,26.11,1,1,618,9,45,45,67,2,5,2,9,25,0,0,1
1356,0,259.0,17.57,1,1,752,24,36,48,2985,4,5,2,6,24,0,0,8
1357,0,20.89,16.79,1,1,728,24,57,47,317,2,1,1,15,30,0,0,1
1358,0,69.0,13.5,1,1,752,24,50,57,111,2,5,2,10,19,0,0,3
1359,0,54.9,44.23,1,1,35,1,37,41,802,2,4,2,27,36,2,0,4
1360,0,85.9,8.35,1,1,640,17,15,46,1245,1,5,2,7,12,0,0,3
1361,0,49.9,13.37,1,1,791,24,33,56,348,2,5,2,12,19,0,0,1
1362,0,99.0,55.97,1,1,640,17,45,52,747,4,5,2,33,26,5,-19,-16
1363,0,249.9,41.53,1,1,67,17,45,42,87,3,1,1,22,22,0,0,1
1365,0,139.0,12.18,1,1,784,24,7,60,1892,2,5,2,3,11,0,0,1
1366,0,109.9,21.26,1,1,150,17,26,43,263,2,5,2,12,25,0,0,1
1367,0,35.0,16.32,1,1,82,9,45,43,789,1,4,1,8,17,0,0,3
1369,0,229.9,9.19,1,1,255,16,26,32,1132,8,5,2,3,14,0,0,3
1370,0,199.99,21.85,1,1,217,11,42,52,1322,11,1,0,36,33,0,-1,-1
1371,0,434.99,20.32,1,1,57,5,57,55,588,2,5,2,14,36,1,0,7
1372,0,219.9,18.79,1,1,640,17,54,42,782,1,3,1,21,30,0,0,1
1373,0,84.0,12.72,1,1,52,24,36,45,411,1,5,2,11,29,0,0,1
1374,0,204.0,18.68,1,1,640,17,54,42,782,1,5,2,19,22,0,0,1
1375,0,535.0,16.3,1,1,752,24,16,56,972,1,4,2,15,21,1,0,1
1376,0,503.34,27.83,1,1,351,24,10,53,1135,5,5,2,8,21,0,0,4
1377,0,84.99,21.39,1,1,802,15,52,59,1071,1,5,2,10,35,0,0,1
1378,0,79.9,22.85,1,1,664,21,41,49,489,2,5,2,11,22,0,0,2
1379,0,114.94,55.07,1,1,719,14,46,54,1094,1,1,1,35,39,0,4,11
1380,0,89.9,15.38,1,1,565,22,13,56,187,1,1,1,11,22,0,0,3
1381,0,136.99,39.16,1,1,752,24,46,26,989,1,4,2,15,27,0,0,1
1382,0,98.0,12.19,1,1,138,24,11,50,476,1,5,2,7,19,1,0,3
1383,0,200.0,15.01,1,1,385,24,12,56,162,5,5,2,1,14,0,0,2
1384,0,119.97,42.3,3,1,57,5,36,58,395,1,1,0,11,18,0,0,1
1385,0,129.0,14.65,1,1,57,5,50,58,198,3,5,2,10,25,0,0,1
1388,0,89.9,13.65,1,2,752,24,13,56,187,1,5,0,11,20,1,0,1
1390,0,104.9,44.58,1,1,137,13,20,51,873,3,5,2,18,33,0,0,1
1392,0,23.8,12.48,1,1,1,9,26,56,618,1,3,2,10,18,0,3,9
1393,0,79.99,16.53,1,1,82,9,12,46,279,1,5,2,10,23,0,0,2
1394,0,25.0,15.1,1,1,707,9,59,27,49,3,1,1,3,20,0,0,4
1395,0,98.0,38.24,1,1,191,15,10,45,494,3,4,2,17,23,0,0,1
1396,0,38.0,36.46,2,1,220,16,26,57,1156,1,1,0,13,26,0,0,1
1397,0,155.0,12.59,1,1,670,24,32,62,594,3,3,0,20,18,0,0,1
1398,0,61.8,13.79,1,1,752,24,12,51,290,1,5,2,13,18,0,0,1
1399,0,62.9,17.69,1,1,640,17,45,58,733,1,2,0,32,21,0,-8,-7
1400,0,54.9,15.13,1,1,30,16,7,59,1066,4,5,2,9,22,0,0,2
1403,0,169.9,24.26,1,4,524,21,52,42,477,2,2,0,4,27,0,0,2
1404,0,34.99,14.1,1,1,201,9,36,58,395,1,5,2,7,21,0,0,1
1407,0,153.0,18.32,1,1,339,7,12,52,251,1,3,0,22,23,0,0,3
1409,0,56.99,14.15,1,1,768,6,52,48,1003,4,2,1,17,30,2,0,2
1410,0,43.0,37.9,1,1,184,18,59,53,624,1,3,0,24,35,1,0,3
1411,0,199.0,43.62,1,1,528,24,25,48,748,1,5,2,14,19,0,1,7
1412,0,149.0,8.3,1,1,752,24,54,60,508,7,5,2,3,11,1,0,2
1413,0,69.99,17.74,1,1,516,21,12,50,404,1,5,2,18,39,1,0,6
1414,0,45.98,43.04,2,2,201,9,12,56,471,3,1,0,10,25,0,0,3
1417,0,13.99,14.1,1,1,280,7,52,54,933,1,2,1,23,21,0,0,0
1418,0,89.7,15.38,1,1,528,24,53,51,1592,2,5,2,13,26,0,0,6
1419,0,26.0,16.11,1,1,640,17,22,57,953,3,3,0,7,35,0,0,1
1420,0,224.0,14.01,1,1,302,24,54,59,662,1,5,2,12,18,0,0,3
1421,0,85.0,14.2,1,1,138,24,59,54,851,1,5,2,5,14,0,0,3
1422,0,116.9,7.39,1,4,752,24,5,59,300,9,2,0,14,24,0,0,3
1423,0,143.99,23.88,1,1,677,3,12,57,665,1,5,2,18,32,0,0,3
1424,0,182.0,18.52,1,1,201,9,26,51,1256,1,5,2,11,31,0,0,1
1425,0,127.42,13.02,1,1,220,16,36,56,1189,1,3,1,8,23,0,0,2
1426,0,56.99,14.15,1,1,640,17,52,54,1536,2,1,1,13,20,2,0,4
1428,0,143.54,23.87,1,1,485,3,12,49,174,1,4,1,17,31,0,0,3
1429,0,29.9,8.72,1,1,138,24,59,44,396,1,5,2,13,20,0,0,1
1430,0,21.99,14.1,1,1,640,17,57,55,1311,2,4,0,46,18,0,-26,-25
1431,0,89.9,28.82,1,4,552,9,13,55,292,1,1,0,10,24,0,0,5
1432,0,130.0,15.66,1,1,622,21,36,37,433,3,1,0,14,28,0,15,16
1433,0,129.9,18.16,1,1,57,5,12,56,189,1,5,2,12,26,0,0,1
1434,0,899.95,44.55,5,2,747,24,46,34,802,1,2,1,14,24,0,12,13
1436,0,54.99,31.52,1,4,745,8,54,41,1159,4,2,0,23,22,1,0,4
1437,0,88.34,21.11,1,1,714,22,45,59,955,7,4,2,21,24,0,0,11
1438,0,70.0,16.25,1,1,803,17,12,54,508,1,1,0,36,19,0,-16,-4
1439,0,20.9,3.94,1,2,819,9,33,60,624,3,1,0,8,25,1,0,1
1440,0,89.18,15.38,1,1,261,22,59,49,1226,1,5,2,16,22,0,8,9
1441,0,109.8,42.36,2,1,264,4,41,40,124,1,5,2,13,32,0,0,1
1442,0,49.95,11.85,1,1,752,24,12,38,182,2,5,2,7,27,0,0,1
1443,0,118.0,32.23,2,2,752,24,33,58,340,2,1,0,9,19,0,0,10
1444,0,194.99,23.68,1,1,622,21,26,46,408,1,5,2,10,26,0,0,1
1445,0,42.0,21.38,1,4,82,9,59,56,595,1,2,0,6,30,0,0,1
1447,0,35.9,16.11,1,1,122,6,8,60,644,1,1,0,22,16,0,-5,-2
1448,0,175.0,15.98,1,1,512,17,54,42,721,2,1,0,35,25,0,-8,-8
1449,0,35.9,21.14,1,4,280,7,52,54,1133,2,3,0,9,24,1,0,1
1450,0,250.0,58.42,1,1,150,17,45,54,769,1,5,2,10,20,0,0,1
1451,0,89.9,17.07,1,1,430,3,52,57,514,2,4,2,19,28,1,0,1
1452,0,179.7,53.01,3,1,280,7,33,57,339,2,3,0,17,26,3,0,1
1453,0,270.0,16.64,1,1,280,7,27,49,293,1,5,2,11,32,0,0,1
1454,0,187.0,13.75,1,1,674,24,2,59,514,2,5,2,17,18,0,0,1
1455,0,110.0,12.27,1,1,494,24,36,37,1458,2,5,2,6,19,3,0,1
1456,0,109.9,18.02,1,1,431,9,12,57,189,1,5,2,10,29,0,0,1
1457,0,157.0,18.0,1,1,803,17,12,56,1009,2,5,2,6,36,0,0,1
1458,0,119.99,11.02,1,1,752,24,20,33,659,1,5,0,23,16,0,-6,-3
1459,0,299.99,18.35,1,1,640,17,10,52,1222,2,5,2,9,21,0,0,3
1460,0,89.99,18.21,1,1,849,6,20,52,847,3,4,0,12,17,0,0,3
1461,0,47.99,15.05,1,4,528,24,59,38,414,1,3,0,3,19,0,0,7
1462,0,10.99,24.84,1,1,319,8,57,47,137,2,1,1,28,35,0,2,8
1463,0,174.9,59.66,1,1,449,1,8,54,830,4,5,2,12,28,0,0,4
1464,0,119.99,21.16,1,1,9,9,26,63,436,2,5,2,21,25,0,0,2
1465,0,72.0,17.78,1,1,302,24,26,57,1537,5,4,2,4,22,0,0,1
1466,0,238.0,60.84,1,1,13,12,20,52,330,1,5,2,21,49,0,0,1
1467,0,115.0,34.61,1,1,422,15,57,50,855,2,4,2,22,34,0,0,4
1468,0,16.6,35.67,1,1,606,15,19,46,1612,1,5,2,13,27,0,0,3
1470,0,69.0,13.64,1,1,740,24,45,52,709,2,3,2,9,13,0,0,3
1471,0,26.0,9.34,1,1,715,24,45,42,3158,2,4,2,13,13,0,0,3
